TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
31.81,Debit,Fort Worth,Online,51.0,Retired,149.0,1.0,1406.6,2
220.2,Debit,Boston,Online,28.0,Student,102.0,1.0,1075.15,3
476.03,Credit,Houston,Branch,77.0,Retired,99.0,1.0,5958.34,1
141.91,Debit,Miami,Branch,23.0,Student,49.0,1.0,791.97,3
95.83,Debit,Washington,Online,27.0,Student,91.0,1.0,1726.4,3
51.15,Credit,Los Angeles,Branch,46.0,Engineer,199.0,1.0,8992.25,1
50.75,Debit,Boston,ATM,62.0,Doctor,185.0,1.0,8271.47,2
185.07,Debit,Colorado Springs,Branch,22.0,Student,159.0,1.0,636.42,3
293.54,Debit,Sacramento,Online,40.0,Engineer,45.0,1.0,2290.1,2
285.26,Debit,Atlanta,ATM,28.0,Student,93.0,1.0,167.72,3
743.03,Debit,New York,ATM,50.0,Engineer,174.0,1.0,4111.38,2
297.86,Credit,Milwaukee,ATM,28.0,Student,96.0,1.0,1680.14,3
231.92,Debit,Indianapolis,ATM,66.0,Doctor,12.0,1.0,5715.08,2
295.82,Credit,Chicago,Branch,47.0,Engineer,46.0,1.0,5897.73,1
81.08,Debit,Omaha,ATM,58.0,Engineer,56.0,1.0,7788.91,2
775.6,Credit,Mesa,Branch,79.0,Retired,158.0,1.0,3898.64,1
211.91,Debit,Indianapolis,Online,20.0,Student,181.0,1.0,927.47,3
17.21,Debit,Omaha,Online,23.0,Student,219.0,1.0,914.16,3
38.37,Debit,San Antonio,ATM,63.0,Doctor,135.0,1.0,8647.04,2
269.79,Debit,San Jose,ATM,52.0,Engineer,17.0,1.0,1292.1,2
605.42,Debit,Mesa,ATM,21.0,Student,33.0,1.0,392.34,3
29.19,Credit,Nashville,Branch,58.0,Doctor,41.0,1.0,12059.85,1
701.7,Credit,Seattle,Online,61.0,Retired,64.0,1.0,6643.24,1
862.34,Debit,Kansas City,Branch,57.0,Doctor,72.0,1.0,9903.48,2
36.97,Debit,Virginia Beach,Branch,41.0,Engineer,79.0,1.0,2850.92,2
137.59,Debit,Nashville,ATM,30.0,Doctor,95.0,1.0,10679.67,2
168.11,Credit,New York,Online,51.0,Doctor,12.0,1.0,10652.13,1
430.98,Debit,Baltimore,Branch,24.0,Student,93.0,1.0,569.25,3
13.87,Debit,Phoenix,Branch,24.0,Student,20.0,1.0,954.83,3
175.07,Debit,Las Vegas,Online,28.0,Engineer,169.0,2.0,9274.64,2
302.82,Debit,Jacksonville,ATM,36.0,Engineer,175.0,1.0,9384.54,2
406.81,Debit,New York,Online,66.0,Retired,84.0,1.0,1968.36,2
256.3,Debit,New York,Online,53.0,Retired,172.0,1.0,4203.05,2
80.96,Credit,Jacksonville,Online,19.0,Student,97.0,1.0,959.94,3
95.78,Debit,Atlanta,Online,22.0,Student,27.0,1.0,271.64,3
379.54,Credit,Indianapolis,Branch,41.0,Doctor,118.0,1.0,12571.76,1
903.19,Debit,El Paso,Online,22.0,Student,65.0,1.0,8627.08,3
142.19,Debit,Houston,Branch,18.0,Student,27.0,4.0,524.46,0
847.45,Debit,Jacksonville,Branch,28.0,Student,175.0,1.0,422.32,3
295.18,Credit,Dallas,Branch,66.0,Doctor,31.0,1.0,12961.53,1
18.46,Debit,Charlotte,Branch,68.0,Retired,213.0,1.0,6381.6,2
603.23,Debit,Detroit,Branch,28.0,Student,48.0,1.0,117.98,3
54.5,Credit,Philadelphia,Branch,57.0,Retired,147.0,1.0,1715.22,1
414.77,Debit,San Francisco,Online,29.0,Doctor,274.0,1.0,5599.81,2
886.19,Debit,Colorado Springs,Branch,61.0,Retired,69.0,1.0,7904.24,2
440.03,Debit,San Jose,Online,49.0,Engineer,88.0,1.0,1490.44,2
76.39,Debit,Denver,Branch,18.0,Student,219.0,1.0,5976.0,3
595.91,Credit,San Antonio,ATM,19.0,Student,162.0,1.0,1673.76,3
6.03,Debit,Chicago,Branch,76.0,Retired,70.0,1.0,3290.72,2
249.34,Debit,Charlotte,ATM,26.0,Engineer,197.0,1.0,3030.97,2
421.52,Debit,San Jose,Branch,20.0,Student,67.0,1.0,369.86,3
189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,1.0,6570.36,2
73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,1.0,2264.98,2
188.13,Credit,Jacksonville,Online,75.0,Retired,198.0,1.0,5029.87,1
30.52,Debit,Jacksonville,Branch,62.0,Doctor,122.0,1.0,12327.74,2
1235.69,Credit,San Jose,Branch,20.0,Student,118.0,1.0,420.25,3
1159.39,Debit,Oklahoma City,Online,41.0,Doctor,150.0,1.0,6499.53,2
170.24,Debit,San Francisco,Branch,62.0,Retired,133.0,1.0,5172.99,2
56.62,Debit,Austin,Branch,54.0,Doctor,121.0,1.0,8981.1,2
53.14,Debit,Las Vegas,ATM,34.0,Doctor,70.0,1.0,7915.0,2
587.23,Debit,Omaha,Online,27.0,Student,144.0,1.0,500.84,3
21.27,Credit,Indianapolis,Online,62.0,Retired,114.0,1.0,7392.79,1
1397.59,Credit,Austin,ATM,26.0,Student,144.0,1.0,1134.79,3
76.02,Credit,Albuquerque,Online,34.0,Doctor,189.0,1.0,14765.41,1
135.15,Debit,Colorado Springs,Online,72.0,Retired,50.0,1.0,5878.14,2
39.48,Debit,Omaha,ATM,56.0,Retired,38.0,1.0,5889.51,2
451.68,Debit,Houston,Online,33.0,Engineer,15.0,1.0,4381.54,2
355.0,Credit,Fort Worth,Online,26.0,Student,33.0,1.0,185.47,3
427.69,Debit,Raleigh,ATM,43.0,Engineer,236.0,1.0,2443.54,2
254.86,Debit,Boston,Branch,23.0,Student,102.0,1.0,699.9,3
190.17,Debit,Baltimore,ATM,49.0,Doctor,265.0,1.0,12893.85,2
206.63,Credit,Oklahoma City,Online,59.0,Retired,128.0,1.0,7626.53,1
93.22,Debit,Charlotte,Online,52.0,Retired,52.0,1.0,1014.63,2
641.06,Debit,Colorado Springs,ATM,23.0,Student,25.0,1.0,1602.13,3
314.55,Credit,Dallas,Branch,27.0,Student,19.0,2.0,1105.89,3
836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.89,2
1095.09,Debit,San Francisco,ATM,29.0,Engineer,52.0,1.0,8692.47,2
189.45,Credit,Boston,Branch,53.0,Doctor,62.0,1.0,12578.75,1
91.84,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.41,1
609.52,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,2
859.3,Credit,Colorado Springs,Branch,78.0,Retired,68.0,1.0,1146.78,1
100.01,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,2
28.78,Credit,Tucson,Online,40.0,Doctor,51.0,1.0,680.55,1
111.08,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,2
470.96,Credit,Indianapolis,Online,69.0,Doctor,124.0,2.0,12991.03,1
52.23,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01,3
78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.0,1.0,1360.85,2
333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,2
30.87,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,2
710.43,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,2
220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,2
27.28,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,2
101.52,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9,2
162.65,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,2
10.52,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,2
270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.0,1.0,6522.47,2
247.58,Debit,San Antonio,ATM,39.0,Engineer,152.0,1.0,778.74,2
359.65,Credit,Jacksonville,Online,25.0,Student,289.0,1.0,219.53,3
109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,2
215.72,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,1
224.28,Debit,Chicago,Online,64.0,Retired,68.0,1.0,5767.51,2
608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,2
840.16,Credit,Colorado Springs,Branch,20.0,Student,68.0,1.0,1236.76,3
203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,2
90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,2
60.11,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,1
393.92,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,2
19.39,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,2
557.41,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,1
57.07,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,1
395.27,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,3
289.05,Debit,New York,ATM,75.0,Retired,116.0,1.0,5683.49,2
46.11,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,2
335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,2
388.07,Debit,Seattle,Online,24.0,Student,68.0,1.0,289.71,3
520.86,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,1
787.41,Debit,Memphis,Online,25.0,Student,39.0,1.0,300.87,3
31.7,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.9,1
22.3,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,3
203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.39,2
315.94,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.71,1
192.23,Debit,Albuquerque,Online,54.0,Engineer,39.0,3.0,2610.67,0
1510.71,Debit,Oklahoma City,Online,66.0,Retired,51.0,1.0,2060.02,2
0.26,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,3
210.77,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,2
406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,2
422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,2
20.62,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,1
174.39,Debit,San Francisco,ATM,19.0,Student,36.0,1.0,1127.08,3
54.85,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,1
204.7,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,5.0,5117.03,0
16.55,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,2
91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,2
49.62,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.42,2
487.16,Credit,Los Angeles,Branch,28.0,Student,84.0,1.0,321.21,3
405.6,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,2
512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,2
345.94,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,2
356.56,Debit,New York,Online,47.0,Engineer,52.0,1.0,2485.73,2
10.31,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,2
211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,2
221.49,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,3
116.88,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.34,2
328.77,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,1
77.53,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,2
421.74,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,2
313.69,Debit,Oklahoma City,Branch,73.0,Retired,152.0,1.0,7093.68,2
411.72,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,2
508.73,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,2
153.08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,3
23.01,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,2
69.28,Debit,Los Angeles,Online,25.0,Student,129.0,1.0,708.74,3
51.25,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,3
407.65,Debit,Denver,ATM,25.0,Student,263.0,1.0,273.78,3
459.25,Debit,Tucson,Branch,25.0,Student,59.0,1.0,130.76,3
301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,2
17.67,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.18,2
5.29,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,1
401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,2
145.4,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,2
34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.76,3
780.59,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,3
282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,2
305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.65,2
185.81,Debit,Austin,Online,32.0,Doctor,116.0,1.0,9588.71,2
447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.4,2
279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.61,3
611.15,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.83,3
275.2,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,2
427.79,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,3
102.81,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,2
22.61,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.67,3
68.28,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,2
33.65,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,1
362.68,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,1
73.23,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,3
654.49,Credit,Austin,Online,25.0,Student,104.0,1.0,164.61,3
18.56,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,1
389.05,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,3
66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1,2
335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,2
38.14,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.21,3
1076.98,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,2
360.02,Debit,Dallas,Online,68.0,Retired,68.0,1.0,6400.59,2
567.71,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,2
218.19,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.83,3
209.99,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.01,3
11.02,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,3
83.43,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.16,2
344.97,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,2
172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,2
195.54,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,2
180.46,Debit,Fresno,ATM,25.0,Student,34.0,1.0,831.75,3
692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,2
147.31,Credit,Mesa,Online,34.0,Doctor,92.0,1.0,13625.52,1
107.48,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.39,3
1831.02,Credit,Columbus,Online,62.0,Doctor,83.0,1.0,11498.01,1
81.51,Debit,Washington,Branch,25.0,Student,97.0,1.0,865.49,3
365.48,Credit,Seattle,Online,76.0,Retired,216.0,1.0,7147.4,1
491.1,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,1
452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,2
88.42,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,2
155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,2
991.82,Debit,Milwaukee,Online,43.0,Engineer,300.0,1.0,3493.13,2
39.24,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,2
152.01,Debit,Fort Worth,ATM,42.0,Engineer,111.0,3.0,4625.12,0
78.77,Credit,Las Vegas,ATM,48.0,Engineer,50.0,1.0,6470.57,1
26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,2
83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,2
142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,2
55.99,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.61,2
774.48,Debit,Louisville,Branch,61.0,Doctor,31.0,1.0,11613.58,2
105.37,Debit,Sacramento,ATM,25.0,Student,160.0,1.0,1068.55,3
118.83,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3,3
46.22,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.28,3
659.71,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.86,3
377.97,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,2
114.1,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,2
11.3,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.99,1
95.5,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,2
130.93,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.12,1
272.97,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.31,2
73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.84,3
29.94,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,2
307.24,Debit,San Jose,ATM,19.0,Student,136.0,2.0,1670.72,3
820.46,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,1
153.07,Debit,Detroit,ATM,56.0,Engineer,116.0,1.0,8873.43,2
52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,2
384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,2
235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,2
114.23,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,2
12.62,Debit,El Paso,Branch,33.0,Doctor,61.0,1.0,6420.47,2
997.37,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.09,3
373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,2
336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.05,3
112.27,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,2
494.96,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,2
561.58,Debit,Sacramento,Online,65.0,Doctor,23.0,1.0,11748.86,2
440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,2
71.9,Debit,Los Angeles,Branch,29.0,Doctor,51.0,1.0,10619.35,2
256.66,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,1
166.55,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,1
276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.89,2
35.46,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,2
38.14,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,2
506.26,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,1
736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,2
389.43,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,1
25.58,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,2
446.1,Debit,Seattle,ATM,25.0,Student,243.0,1.0,1008.44,3
147.74,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.78,3
1228.81,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,3
46.23,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,2
265.37,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,2
342.57,Debit,Boston,Online,20.0,Student,91.0,1.0,339.16,3
417.26,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,1
33.63,Debit,Columbus,Online,63.0,Retired,76.0,1.0,4324.4,2
64.58,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,2
23.23,Credit,Miami,Branch,21.0,Student,122.0,1.0,269.01,3
285.49,Credit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,1
71.87,Debit,Nashville,ATM,22.0,Student,258.0,1.0,1839.1,3
308.8,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.54,2
288.43,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,2
147.46,Credit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.03,1
71.34,Debit,Miami,Online,49.0,Engineer,144.0,3.0,6345.03,0
170.36,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,2
965.66,Debit,Raleigh,ATM,53.0,Engineer,32.0,1.0,765.81,2
736.53,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,2
213.42,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.38,2
94.09,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.85,3
263.92,Credit,San Diego,Branch,57.0,Retired,233.0,1.0,4161.71,1
77.5,Credit,Fort Worth,Online,51.0,Doctor,201.0,1.0,11079.77,1
3.65,Debit,Miami,Online,69.0,Doctor,146.0,1.0,10017.11,2
224.79,Debit,Boston,Online,18.0,Student,129.0,1.0,528.38,3
64.3,Debit,Louisville,ATM,55.0,Retired,67.0,1.0,7530.3,2
111.79,Debit,Jacksonville,Online,62.0,Doctor,49.0,1.0,10887.59,2
927.16,Debit,San Francisco,ATM,59.0,Retired,153.0,1.0,7104.61,2
613.7,Credit,Fort Worth,Branch,61.0,Retired,37.0,1.0,7307.11,1
26.07,Debit,Baltimore,Branch,20.0,Student,19.0,3.0,349.98,0
170.45,Debit,San Francisco,Branch,60.0,Engineer,199.0,1.0,2284.41,2
344.27,Debit,San Antonio,Branch,22.0,Student,123.0,1.0,1918.36,3
872.72,Debit,Washington,Online,22.0,Student,288.0,1.0,503.01,3
292.95,Debit,Memphis,Branch,37.0,Engineer,56.0,1.0,1216.91,2
28.44,Debit,Fresno,ATM,18.0,Student,243.0,1.0,1071.04,3
209.02,Debit,El Paso,ATM,21.0,Student,74.0,1.0,187.9,3
20.05,Debit,Chicago,ATM,72.0,Retired,171.0,1.0,7145.67,2
175.02,Debit,Phoenix,Online,28.0,Student,71.0,1.0,1493.88,3
89.5,Credit,Louisville,Branch,41.0,Engineer,134.0,1.0,8658.95,1
69.96,Debit,Baltimore,Branch,28.0,Student,31.0,1.0,164.12,3
376.78,Credit,Nashville,Online,21.0,Student,88.0,1.0,841.65,3
148.54,Credit,Columbus,Branch,71.0,Retired,107.0,1.0,5677.05,1
388.77,Credit,Jacksonville,Online,26.0,Student,30.0,1.0,1658.49,3
100.38,Debit,Seattle,Branch,63.0,Doctor,49.0,1.0,10171.68,2
137.23,Debit,Fresno,Branch,64.0,Doctor,63.0,1.0,13847.99,2
870.3,Debit,San Jose,ATM,51.0,Retired,229.0,1.0,3688.98,2
458.94,Debit,Detroit,Branch,52.0,Engineer,180.0,1.0,5619.95,2
327.35,Credit,Memphis,Branch,20.0,Student,175.0,1.0,342.08,3
757.15,Debit,Raleigh,Online,53.0,Engineer,38.0,1.0,4702.86,2
47.23,Credit,Memphis,Online,73.0,Retired,160.0,1.0,6659.81,1
170.97,Debit,Nashville,Branch,26.0,Student,292.0,1.0,1265.27,3
262.43,Credit,San Diego,Online,37.0,Doctor,274.0,5.0,12841.01,0
659.15,Debit,Boston,ATM,22.0,Student,204.0,1.0,1241.59,3
31.53,Debit,Kansas City,Online,25.0,Student,283.0,1.0,874.93,3
250.01,Debit,Kansas City,ATM,62.0,Retired,88.0,1.0,1541.48,2
554.15,Debit,Raleigh,ATM,49.0,Doctor,108.0,1.0,14817.22,2
28.38,Debit,Sacramento,Branch,55.0,Doctor,98.0,1.0,173.7,2
16.8,Debit,San Diego,ATM,49.0,Doctor,94.0,1.0,11847.07,2
896.79,Debit,Dallas,Online,33.0,Doctor,168.0,1.0,11146.74,2
159.0,Debit,Las Vegas,ATM,49.0,Engineer,38.0,1.0,369.79,2
56.31,Credit,Houston,Online,75.0,Retired,195.0,1.0,6396.08,1
203.99,Debit,Philadelphia,Online,52.0,Retired,215.0,1.0,4840.31,2
50.99,Debit,Detroit,Branch,29.0,Doctor,76.0,1.0,1334.6,2
101.28,Credit,Chicago,Online,32.0,Engineer,75.0,1.0,2774.35,1
299.92,Debit,Denver,ATM,27.0,Student,122.0,1.0,1368.0,3
18.35,Debit,Nashville,Branch,21.0,Student,78.0,1.0,1293.39,3
732.53,Credit,San Jose,ATM,26.0,Student,116.0,1.0,441.54,3
65.11,Debit,Nashville,ATM,34.0,Engineer,150.0,1.0,8485.14,2
67.07,Credit,Los Angeles,ATM,24.0,Student,56.0,1.0,999.62,3
137.48,Debit,Seattle,Branch,55.0,Doctor,47.0,1.0,14273.42,2
398.36,Debit,Columbus,ATM,22.0,Student,56.0,1.0,1863.7,3
469.46,Debit,New York,ATM,20.0,Student,149.0,1.0,8640.56,3
37.58,Debit,Indianapolis,ATM,57.0,Doctor,182.0,1.0,259.44,2
160.24,Debit,Washington,ATM,31.0,Engineer,15.0,1.0,5526.97,2
315.39,Credit,New York,Branch,23.0,Student,93.0,1.0,929.6,3
434.17,Debit,Atlanta,ATM,21.0,Student,148.0,5.0,5335.44,0
165.91,Debit,Jacksonville,ATM,26.0,Student,84.0,1.0,587.12,3
211.36,Debit,San Francisco,Branch,47.0,Engineer,194.0,1.0,4760.34,2
241.45,Debit,Portland,Online,26.0,Student,158.0,1.0,1594.04,3
23.24,Debit,Indianapolis,Branch,68.0,Doctor,129.0,1.0,13777.79,2
70.88,Credit,Omaha,Branch,74.0,Retired,176.0,1.0,1794.65,1
314.52,Debit,Memphis,ATM,80.0,Retired,229.0,1.0,7071.32,2
181.81,Credit,Austin,Online,78.0,Retired,122.0,1.0,7525.73,1
854.64,Debit,Fort Worth,Branch,56.0,Retired,118.0,1.0,2989.25,2
261.19,Debit,Oklahoma City,ATM,64.0,Retired,52.0,1.0,7620.6,2
220.68,Credit,Raleigh,Online,71.0,Retired,217.0,1.0,5549.2,1
11.86,Debit,Sacramento,Branch,31.0,Engineer,129.0,1.0,6782.61,2
122.65,Debit,Columbus,Online,28.0,Student,41.0,1.0,1968.51,3
395.16,Debit,Milwaukee,Online,56.0,Retired,17.0,1.0,5340.73,2
704.69,Debit,Las Vegas,Online,51.0,Retired,150.0,1.0,3267.84,2
369.89,Debit,San Antonio,ATM,69.0,Retired,69.0,1.0,6941.47,2
10.92,Debit,Jacksonville,ATM,67.0,Retired,268.0,1.0,7567.2,2
199.14,Debit,Seattle,Branch,31.0,Engineer,36.0,1.0,7001.25,2
620.54,Credit,Omaha,Branch,28.0,Student,98.0,1.0,213.36,3
757.79,Debit,Charlotte,Online,22.0,Student,117.0,1.0,1443.02,3
122.81,Debit,San Jose,Branch,52.0,Doctor,12.0,1.0,8450.84,2
96.25,Debit,Houston,Online,61.0,Retired,171.0,1.0,7996.7,2
